bank_category,bank_code,bank_name,district_code,district_name,branch_code,branch_name,routing_number
Private Commercial Bank (Conventional),175,Pubali Bank,42,Jhalakathi,055,Rajapur,175420557
Private Commercial Bank (Conventional),175,Pubali Bank,44,Jhenaidah,064,Jhenaidah,175440645
Private Commercial Bank (Conventional),175,Pubali Bank,44,Jhenaidah,118,Shailkupa,175441181
Private Commercial Bank (Conventional),175,Pubali Bank,38,Joypurhat,037,Jamalganj,175380376
Private Commercial Bank (Conventional),175,Pubali Bank,38,Joypurhat,040,Joypurhat,175380400
Private Commercial Bank (Conventional),175,Pubali Bank,46,Khagrachhari,007,Khagrachhari,175460070
Private Commercial Bank (Conventional),175,Pubali Bank,47,Khulna,031,Batiaghata,175470310
Private Commercial Bank (Conventional),175,Pubali Bank,47,Khulna,055,Chuknagar,175470552
Private Commercial Bank (Conventional),175,Pubali Bank,47,Khulna,070,Daulatpur,175470707
Private Commercial Bank (Conventional),175,Pubali Bank,47,Khulna,133,Kayer Bazar,175471335
Private Commercial Bank (Conventional),175,Pubali Bank,47,Khulna,268,KDA Avenue,175472684
Private Commercial Bank (Conventional),175,Pubali Bank,47,Khulna,145,Khalishpur,175471456
Private Commercial Bank (Conventional),175,Pubali Bank,47,Khulna,172,Khulna,175471722
Private Commercial Bank (Conventional),175,Pubali Bank,47,Khulna,187,Mirerdanga,175471872
Private Commercial Bank (Conventional),175,Pubali Bank,47,Khulna,087,Phultala,175470873
Private Commercial Bank (Conventional),175,Pubali Bank,47,Khulna,247,Sheikhpara,175472471
Private Commercial Bank (Conventional),175,Pubali Bank,48,Kishoreganj,022,Bhairab Bazar,175480221
Private Commercial Bank (Conventional),175,Pubali Bank,48,Kishoreganj,052,Kamalpur,175480526
Private Commercial Bank (Conventional),175,Pubali Bank,48,Kishoreganj,058,Katiadi,175480584
Private Commercial Bank (Conventional),175,Pubali Bank,48,Kishoreganj,067,Kishoreganj,175480676
Private Commercial Bank (Conventional),175,Pubali Bank,49,Kurigram,019,Fulbari,175490190
Private Commercial Bank (Conventional),175,Pubali Bank,49,Kurigram,040,Kurigram,175490408
Private Commercial Bank (Conventional),175,Pubali Bank,49,Kurigram,046,Nageshwari,175490466
Private Commercial Bank (Conventional),175,Pubali Bank,49,Kurigram,070,Ulipur,175490703
Private Commercial Bank (Conventional),175,Pubali Bank,50,Kushtia,028,Bheramara,175500280
Private Commercial Bank (Conventional),175,Pubali Bank,50,Kushtia,088,Kumarkhali,175500880
Private Commercial Bank (Conventional),175,Pubali Bank,50,Kushtia,094,Kushtia,175500943
Private Commercial Bank (Conventional),175,Pubali Bank,50,Kushtia,136,Poradah,175501368
Private Commercial Bank (Conventional),175,Pubali Bank,51,Lakshmipur,073,Lakshmipur,175510733
Private Commercial Bank (Conventional),175,Pubali Bank,51,Lakshmipur,085,Mirerhat,175510854
Private Commercial Bank (Conventional),175,Pubali Bank,51,Lakshmipur,097,Raipur,175510975
Private Commercial Bank (Conventional),175,Pubali Bank,51,Lakshmipur,103,Ramganj,175511037
Private Commercial Bank (Conventional),175,Pubali Bank,52,Lalmonirhat,046,Lalmonirhat,175520460
Private Commercial Bank (Conventional),175,Pubali Bank,52,Lalmonirhat,070,Tushbhander,175520707
Private Commercial Bank (Conventional),175,Pubali Bank,54,Madaripur,040,Madaripur,175540408
Private Commercial Bank (Conventional),175,Pubali Bank,54,Madaripur,070,Shibchar,175540703
Private Commercial Bank (Conventional),175,Pubali Bank,55,Magura,055,Magura,175550551
Private Commercial Bank (Conventional),175,Pubali Bank,56,Manikganj,028,Daulatpur,175560288
Private Commercial Bank (Conventional),175,Pubali Bank,56,Manikganj,061,Manikganj,175560617
Private Commercial Bank (Conventional),175,Pubali Bank,56,Manikganj,082,Singair,175560820
Private Commercial Bank (Conventional),175,Pubali Bank,57,Meherpur,037,Meherpur,175570373
Private Commercial Bank (Conventional),175,Pubali Bank,58,Moulvibazar,004,Adampur Bazar,175580042
Private Commercial Bank (Conventional),175,Pubali Bank,58,Moulvibazar,010,Barlekha,175580105
Private Commercial Bank (Conventional),175,Pubali Bank,58,Moulvibazar,006,Bhatera Bazar,175580068
Private Commercial Bank (Conventional),175,Pubali Bank,58,Moulvibazar,025,Brahman Bazar,175580255
Private Commercial Bank (Conventional),175,Pubali Bank,58,Moulvibazar,037,Chowmohana,175580376
Private Commercial Bank (Conventional),175,Pubali Bank,58,Moulvibazar,043,Dakshinbagh,175580439
Private Commercial Bank (Conventional),175,Pubali Bank,58,Moulvibazar,065,Jogidahar,175580655
Private Commercial Bank (Conventional),175,Pubali Bank,58,Moulvibazar,067,Juri,175580671
Private Commercial Bank (Conventional),175,Pubali Bank,58,Moulvibazar,076,Kamalganj,175580763
Private Commercial Bank (Conventional),175,Pubali Bank,58,Moulvibazar,094,Kulaura,175580947
Private Commercial Bank (Conventional),175,Pubali Bank,58,Moulvibazar,118,Moulvibazar,175581188
Private Commercial Bank (Conventional),175,Pubali Bank,58,Moulvibazar,124,Munshi Bazar,175581241
Private Commercial Bank (Conventional),175,Pubali Bank,58,Moulvibazar,049,Rabir Bazar,175580497
Private Commercial Bank (Conventional),175,Pubali Bank,58,Moulvibazar,160,Shamshernagar,175581609
Private Commercial Bank (Conventional),175,Pubali Bank,58,Moulvibazar,166,Sherpur Bazar,175581667
Private Commercial Bank (Conventional),175,Pubali Bank,58,Moulvibazar,172,Sreemangal,175581720
Private Commercial Bank (Conventional),175,Pubali Bank,58,Moulvibazar,178,Tengra Bazar,175581788
Private Commercial Bank (Conventional),175,Pubali Bank,58,Moulvibazar,184,WAPDA Gate,175581841
Private Commercial Bank (Conventional),175,Pubali Bank,59,Munshiganj,076,Aldi Bazar,175590766
Private Commercial Bank (Conventional),175,Pubali Bank,59,Munshiganj,028,Bhaberchar,175590287
Private Commercial Bank (Conventional),175,Pubali Bank,59,Munshiganj,037,Dhalagaon,175590379
Private Commercial Bank (Conventional),175,Pubali Bank,59,Munshiganj,046,Gazaria,175590461
Private Commercial Bank (Conventional),175,Pubali Bank,59,Munshiganj,103,Munshiganj,175591031
Private Commercial Bank (Conventional),175,Pubali Bank,59,Munshiganj,109,Naopara,175591099
Private Commercial Bank (Conventional),175,Pubali Bank,59,Munshiganj,112,Nurpur,175591123
Private Commercial Bank (Conventional),175,Pubali Bank,59,Munshiganj,143,Sreenagar Bazar,175591431
Private Commercial Bank (Conventional),175,Pubali Bank,61,Mymensingh,241,Agricultural University,175612415
Private Commercial Bank (Conventional),175,Pubali Bank,61,Mymensingh,031,Bhaluka,175610312
Private Commercial Bank (Conventional),175,Pubali Bank,61,Mymensingh,049,Charpara,175610491
Private Commercial Bank (Conventional),175,Pubali Bank,61,Mymensingh,094,Fulbaria,175610941
Private Commercial Bank (Conventional),175,Pubali Bank,61,Mymensingh,169,Muktagachha,175611690
Private Commercial Bank (Conventional),175,Pubali Bank,61,Mymensingh,184,Mymensingh,175611845
Private Commercial Bank (Conventional),175,Pubali Bank,61,Mymensingh,220,Swadeshi Bazar,175612202
Private Commercial Bank (Conventional),175,Pubali Bank,61,Mymensingh,223,Taltala Bazar,175612231
Private Commercial Bank (Conventional),175,Pubali Bank,61,Mymensingh,064,Trishal,175610646
Private Commercial Bank (Conventional),175,Pubali Bank,64,Naogaon,005,Deluabari,175640058
Private Commercial Bank (Conventional),175,Pubali Bank,64,Naogaon,109,Mohadebpur,175641099
Private Commercial Bank (Conventional),175,Pubali Bank,64,Naogaon,118,Naogaon,175641181
Private Commercial Bank (Conventional),175,Pubali Bank,65,Narail,064,Narail,175650648
Private Commercial Bank (Conventional),175,Pubali Bank,67,Narayanganj,004,Araihazar,175670044
Private Commercial Bank (Conventional),175,Pubali Bank,67,Narayanganj,022,Bhulta,175670228
Private Commercial Bank (Conventional),175,Pubali Bank,67,Narayanganj,049,Duptara,175670499
Private Commercial Bank (Conventional),175,Pubali Bank,67,Narayanganj,052,Fatullah,175670523
Private Commercial Bank (Conventional),175,Pubali Bank,67,Narayanganj,073,Kalirbazar,175670736
Private Commercial Bank (Conventional),175,Pubali Bank,67,Narayanganj,118,Narayanganj,175671180
Private Commercial Bank (Conventional),175,Pubali Bank,67,Narayanganj,127,Netaiganj,175671272
Private Commercial Bank (Conventional),175,Pubali Bank,67,Narayanganj,155,Shibu Market,175671551
Private Commercial Bank (Conventional),175,Pubali Bank,67,Narayanganj,160,Siddhirganj,175671601
Private Commercial Bank (Conventional),175,Pubali Bank,67,Narayanganj,175,Tanbazar,175671751
Private Commercial Bank (Conventional),175,Pubali Bank,68,Narsingdi,025,Belabo,175680250
Private Commercial Bank (Conventional),175,Pubali Bank,68,Narsingdi,034,Charsindur,175680342
Private Commercial Bank (Conventional),175,Pubali Bank,68,Narsingdi,049,Ghorashal,175680492
Private Commercial Bank (Conventional),175,Pubali Bank,68,Narsingdi,067,Madhabdi,175680676
Private Commercial Bank (Conventional),175,Pubali Bank,68,Narsingdi,085,Narsingdi,175680850
Private Commercial Bank (Conventional),175,Pubali Bank,68,Narsingdi,091,Palash,175680913
Private Commercial Bank (Conventional),175,Pubali Bank,68,Narsingdi,109,Raipura,175681091
Private Commercial Bank (Conventional),175,Pubali Bank,69,Natore,085,Kushumbi,175690853
Private Commercial Bank (Conventional),175,Pubali Bank,69,Natore,109,Natore,175691094
Private Commercial Bank (Conventional),175,Pubali Bank,72,Netrokona,061,Madan,175720615
Private Commercial Bank (Conventional),175,Pubali Bank,72,Netrokona,067,Mohanganj,175720673
Private Commercial Bank (Conventional),175,Pubali Bank,72,Netrokona,073,Netrokona,175720736
Private Commercial Bank (Conventional),175,Pubali Bank,73,Nilphamari,073,Nilphamari,175730739
Private Commercial Bank (Conventional),175,Pubali Bank,73,Nilphamari,079,Saidpur,175730797
Private Commercial Bank (Conventional),175,Pubali Bank,73,Nilphamari,005,Shutibari,175730050
Private Commercial Bank (Conventional),175,Pubali Bank,75,Noakhali,025,Basurhat,175750256
Private Commercial Bank (Conventional),175,Pubali Bank,75,Noakhali,043,Chaprashirhat,175750430
Private Commercial Bank (Conventional),175,Pubali Bank,75,Noakhali,067,Chowmuhani,175750672
Private Commercial Bank (Conventional),175,Pubali Bank,75,Noakhali,079,Datter Hat,175750793
Private Commercial Bank (Conventional),175,Pubali Bank,75,Noakhali,004,Hatiya,175750043
Private Commercial Bank (Conventional),175,Pubali Bank,75,Noakhali,154,Maijdee Bazar,175751547
Private Commercial Bank (Conventional),175,Pubali Bank,75,Noakhali,157,Maijdee Court,175751576
Private Commercial Bank (Conventional),175,Pubali Bank,75,Noakhali,199,Samir Munshirhat,175751992
Private Commercial Bank (Conventional),175,Pubali Bank,75,Noakhali,242,Sonaimuri,175752425
Private Commercial Bank (Conventional),175,Pubali Bank,76,Pabna,022,Ataikula,175760220
Private Commercial Bank (Conventional),175,Pubali Bank,76,Pabna,049,Bhangura,175760491
Private Commercial Bank (Conventional),175,Pubali Bank,76,Pabna,121,Ishwardi,175761216
Private Commercial Bank (Conventional),175,Pubali Bank,76,Pabna,178,Pabna,175761782
Private Commercial Bank (Conventional),175,Pubali Bank,76,Pabna,211,Salgaria,175762110
Private Commercial Bank (Conventional),175,Pubali Bank,76,Pabna,145,Tebunia,175761458
Private Commercial Bank (Conventional),175,Pubali Bank,77,Panchagarh,055,Panchagarh,175770557
Private Commercial Bank (Conventional),175,Pubali Bank,78,Patuakhali,034,Dashmina,175780347
Private Commercial Bank (Conventional),175,Pubali Bank,78,Patuakhali,049,Galachipa,175780497
Private Commercial Bank (Conventional),175,Pubali Bank,78,Patuakhali,058,Kalaiya Bandar,175780589
Private Commercial Bank (Conventional),175,Pubali Bank,78,Patuakhali,052,Kalapara,175780521
Private Commercial Bank (Conventional),175,Pubali Bank,78,Patuakhali,109,Patuakhali,175781096
Private Commercial Bank (Conventional),175,Pubali Bank,78,Patuakhali,127,Subidkhali,175781270
Private Commercial Bank (Conventional),175,Pubali Bank,79,Pirojpur,013,Bhandaria,175790137
Private Commercial Bank (Conventional),175,Pubali Bank,79,Pirojpur,052,Mathbaria,175790524
Private Commercial Bank (Conventional),175,Pubali Bank,79,Pirojpur,058,Mearhat,175790582
Private Commercial Bank (Conventional),175,Pubali Bank,79,Pirojpur,070,Nazirpur,175790708
Private Commercial Bank (Conventional),175,Pubali Bank,79,Pirojpur,076,Pirojpur,175790766
Private Commercial Bank (Conventional),175,Pubali Bank,79,Pirojpur,085,Sarsina,175790858
Private Commercial Bank (Conventional),175,Pubali Bank,82,Rajbari,068,Pangsha,175820681
Private Commercial Bank (Conventional),175,Pubali Bank,82,Rajbari,073,Rajbari,175820731
Private Commercial Bank (Conventional),175,Pubali Bank,81,Rajshahi,010,Bagha,175810109
Private Commercial Bank (Conventional),175,Pubali Bank,81,Rajshahi,022,Baneshwar,175810220
Private Commercial Bank (Conventional),175,Pubali Bank,81,Rajshahi,034,Bhabaniganj,175810341
Private Commercial Bank (Conventional),175,Pubali Bank,81,Rajshahi,005,Court Bazar,175810059
Private Commercial Bank (Conventional),175,Pubali Bank,81,Rajshahi,136,Katakhali Bazar,175811366
Private Commercial Bank (Conventional),175,Pubali Bank,81,Rajshahi,163,New Market,175811632
Private Commercial Bank (Conventional),175,Pubali Bank,81,Rajshahi,193,Rajshahi,175811937
Private Commercial Bank (Conventional),175,Pubali Bank,81,Rajshahi,223,Sericulture,175812231
Private Commercial Bank (Conventional),175,Pubali Bank,84,Rangamati,052,Rangamati,175840524
Private Commercial Bank (Conventional),175,Pubali Bank,85,Rangpur,005,Dhap,175850051
Private Commercial Bank (Conventional),175,Pubali Bank,85,Rangpur,145,Rangpur,175851450
Private Commercial Bank (Conventional),175,Pubali Bank,85,Rangpur,175,Shapla Chattar,175851755
Private Commercial Bank (Conventional),175,Pubali Bank,85,Rangpur,006,Shathibari,175850064
Private Commercial Bank (Conventional),175,Pubali Bank,85,Rangpur,187,Station Road,175851876
Private Commercial Bank (Conventional),175,Pubali Bank,87,Satkhira,058,Kalaroa,175870581
Private Commercial Bank (Conventional),175,Pubali Bank,87,Satkhira,103,Patkelghata,175871030
Private Commercial Bank (Conventional),175,Pubali Bank,87,Satkhira,109,Satkhira,175871098
Private Commercial Bank (Conventional),175,Pubali Bank,86,Shariatpur,059,Bhojeshwar Bazar,175860591
Private Commercial Bank (Conventional),175,Pubali Bank,86,Shariatpur,067,Shariatpur,175860670
Private Commercial Bank (Conventional),175,Pubali Bank,89,Sherpur,058,Sherpur,175890587
Private Commercial Bank (Conventional),175,Pubali Bank,88,Sirajganj,112,Khamargram,175881125
Private Commercial Bank (Conventional),175,Pubali Bank,88,Sirajganj,187,Sirajganj,175881875
Private Commercial Bank (Conventional),175,Pubali Bank,88,Sirajganj,217,Tarash,175882179
Private Commercial Bank (Conventional),175,Pubali Bank,88,Sirajganj,223,Ullapara,175882232
Private Commercial Bank (Conventional),175,Pubali Bank,90,Sunamganj,022,Chhatak,175900222
Private Commercial Bank (Conventional),175,Pubali Bank,90,Sunamganj,025,Derai,175900251
Private Commercial Bank (Conventional),175,Pubali Bank,90,Sunamganj,043,Gobindaganj,175900435
Private Commercial Bank (Conventional),175,Pubali Bank,90,Sunamganj,049,Jagannathpur,175900493
Private Commercial Bank (Conventional),175,Pubali Bank,90,Sunamganj,052,Jamalganj,175900527
Private Commercial Bank (Conventional),175,Pubali Bank,90,Sunamganj,124,Jauwa Bazar,175901247
Private Commercial Bank (Conventional),175,Pubali Bank,90,Sunamganj,109,Mirpur Bazar,175901092
Private Commercial Bank (Conventional),175,Pubali Bank,90,Sunamganj,082,Pagla Bazar,175900822
Private Commercial Bank (Conventional),175,Pubali Bank,90,Sunamganj,097,Rasulganj,175900972
Private Commercial Bank (Conventional),175,Pubali Bank,90,Sunamganj,112,Sunamganj,175901126
Private Commercial Bank (Conventional),175,Pubali Bank,91,Sylhet,010,Ashirganj,175910104
Private Commercial Bank (Conventional),175,Pubali Bank,91,Sylhet,016,Balaganj,175910162
Private Commercial Bank (Conventional),175,Pubali Bank,91,Sylhet,019,Bandar Bazar,175910191
Private Commercial Bank (Conventional),175,Pubali Bank,91,Sylhet,028,Baraigram Bazar,175910283
Private Commercial Bank (Conventional),175,Pubali Bank,91,Sylhet,025,Baraikandi,175910254
Private Commercial Bank (Conventional),175,Pubali Bank,91,Sylhet,031,Beanibazar,175910317
Private Commercial Bank (Conventional),175,Pubali Bank,91,Sylhet,043,Bishwanath,175910438
Private Commercial Bank (Conventional),175,Pubali Bank,91,Sylhet,055,Budhbari Bazar,175910559
Private Commercial Bank (Conventional),175,Pubali Bank,91,Sylhet,067,Chandarpur Bazar,175910670
Private Commercial Bank (Conventional),175,Pubali Bank,91,Sylhet,082,Chowdhury Bazar,175910825
Private Commercial Bank (Conventional),175,Pubali Bank,91,Sylhet,088,Chowkidekhi,175910883
Private Commercial Bank (Conventional),175,Pubali Bank,91,Sylhet,091,Companiganj,175910917
Private Commercial Bank (Conventional),175,Pubali Bank,91,Sylhet,100,Darbast,175911008
Private Commercial Bank (Conventional),175,Pubali Bank,91,Sylhet,103,Darga Gate,175911037
Private Commercial Bank (Conventional),175,Pubali Bank,91,Sylhet,115,Daspaika Bazar,175911158
Private Commercial Bank (Conventional),175,Pubali Bank,91,Sylhet,130,Dhaka Dakshin,175911303
Private Commercial Bank (Conventional),175,Pubali Bank,91,Sylhet,136,Fenchuganj,175911361
Private Commercial Bank (Conventional),175,Pubali Bank,91,Sylhet,151,Gachhbari Bazar,175911516
Private Commercial Bank (Conventional),175,Pubali Bank,91,Sylhet,154,Goalabazar,175911545
Private Commercial Bank (Conventional),175,Pubali Bank,91,Sylhet,160,Golapganj,175911608
Private Commercial Bank (Conventional),175,Pubali Bank,91,Sylhet,166,Gowainghat,175911666
